Surface reelle bati,Nombre pieces principales,Type local,Surface terrain,Nombre de lots,Valeur fonciere,No voie,Type de voie,Voie,Code postal,Commune,prix_m2,adresse_complete,latitude,longitude
110.0,5.0,Maison,268.0,0,"288000,00",49.0,RUE,ROGER SALENGRO,59260.0,LILLE,2618.181818181818,"49 RUE ROGER SALENGRO, 59260 LILLE",50.6290381,3.1034602
95.0,3.0,Maison,47.0,0,"141000,00",7.0,RUE,FREMY,59800.0,LILLE,1484.2105263157894,"7 RUE FREMY, 59800 LILLE",50.6319898,3.085394
130.0,3.0,Maison,68.0,0,"260000,00",76.0,RUE,DE BAPAUME,59000.0,LILLE,2000.0,"76 RUE DE BAPAUME, 59000 LILLE",50.6184762,3.0597322
90.0,5.0,Maison,215.0,0,"145000,00",15.0,RUE,ALEXANDRE RIBOT,59000.0,LILLE,1611.111111111111,"15 RUE ALEXANDRE RIBOT, 59000 LILLE",50.6082755,3.0810475
130.0,5.0,Maison,338.0,0,"406000,00",127.0,RUE,PIERRE HACHIN LOMME,59160.0,LILLE,3123.076923076923,"127 RUE PIERRE HACHIN LOMME, 59160 LILLE",50.6390457,2.9828579
106.0,5.0,Maison,59.0,0,"166420,00",51.0,RUE,DE SAINT AMAND,59800.0,LILLE,1570.0,"51 RUE DE SAINT AMAND, 59800 LILLE",50.6218983,3.0929667
84.0,4.0,Maison,74.0,0,"182000,00",9.0,RUE,GOBIN,59000.0,LILLE,2166.6666666666665,"9 RUE GOBIN, 59000 LILLE",50.6313251,3.0285705
90.0,6.0,Maison,59.0,0,"283300,00",132.0,RUE,DU BUISSON,59800.0,LILLE,3147.777777777778,"132 RUE DU BUISSON, 59800 LILLE",50.6512334,3.0895406
88.0,5.0,Maison,182.0,0,"270000,00",31.0,RUE,JEAN MINET,59160.0,LILLE,3068.181818181818,"31 RUE JEAN MINET, 59160 LILLE",50.6476104,2.9820262
81.0,4.0,Maison,72.0,0,"131000,00",51.0,RUE,DESIRE BONDUES,59000.0,LILLE,1617.283950617284,"51 RUE DESIRE BONDUES, 59000 LILLE",50.6049479,3.0556383
81.0,4.0,Maison,116.0,0,"209100,00",85.0,RUE,ANATOLE DE LA FORGE,59800.0,LILLE,2581.4814814814813,"85 RUE ANATOLE DE LA FORGE, 59800 LILLE",50.6292527,3.0960738
62.0,3.0,Maison,40.0,0,"21000,00",12.0,RUE,DE WATTIGNIES,59000.0,LILLE,338.7096774193548,"12 RUE DE WATTIGNIES, 59000 LILLE",50.6229615,3.0658621
79.0,4.0,Maison,603.0,0,"337000,00",3.0,RUE,JOSEPH WAMBROUCK,59160.0,LILLE,4265.822784810127,"3 RUE JOSEPH WAMBROUCK, 59160 LILLE",50.6399201,2.9861618
78.0,4.0,Maison,175.0,0,"406800,00",15.0,RUE,MOILLET,59000.0,LILLE,5215.384615384615,"15 RUE MOILLET, 59000 LILLE",50.6249711,3.0434088
101.0,5.0,Maison,184.0,0,"259200,00",20.0,IMP,DU CLOS FERRER,59000.0,LILLE,2566.3366336633662,"20 IMP DU CLOS FERRER, 59000 LILLE",50.6286222,3.0898926
101.0,6.0,Maison,91.0,0,"349000,00",29.0,RUE,DU CHAUFOUR,59000.0,LILLE,3455.4455445544554,"29 RUE DU CHAUFOUR, 59000 LILLE",50.6257725,3.048543
40.0,3.0,Maison,58.0,0,"143500,00",77.0,RUE,DU MARAIS,59160.0,LILLE,3587.5,"77 RUE DU MARAIS, 59160 LILLE",50.6367263,3.0214142
100.0,4.0,Maison,109.0,0,"255000,00",17.0,RUE,LOUIS BRAILLE,59800.0,LILLE,2550.0,"17 RUE LOUIS BRAILLE, 59800 LILLE",50.6226138,3.093179
96.0,4.0,Maison,169.0,0,"135000,00",113.0,RUE,CHANZY HELLEMMES,59260.0,LILLE,1406.25,"113 RUE CHANZY HELLEMMES, 59260 LILLE",50.6257801,3.1045874
120.0,6.0,Maison,159.0,0,"292000,00",35.0,RUE,D EMMERIN,59000.0,LILLE,2433.3333333333335,"35 RUE D EMMERIN, 59000 LILLE",50.6167804,3.0296744
120.0,4.0,Maison,242.0,0,"594770,00",27.0,RUE,CAMILLE DESMOULINS,59000.0,LILLE,4956.416666666667,"27 RUE CAMILLE DESMOULINS, 59000 LILLE",50.6215836,3.096793
62.0,3.0,Maison,261.0,0,"351015,00",251.0,RUE,DU BUISSON,59800.0,LILLE,5661.532258064516,"251 RUE DU BUISSON, 59800 LILLE",50.6548453,3.0898999
91.0,2.0,Maison,39.0,0,"130000,00",29.0,IMP,SAINT JOSEPH,59000.0,LILLE,1428.5714285714287,"29 IMP SAINT JOSEPH, 59000 LILLE",50.6271901,3.0352845
60.0,3.0,Maison,36.0,0,"117500,00",2.0,RUE,PAUL BERT,59800.0,LILLE,1958.3333333333333,"2 RUE PAUL BERT, 59800 LILLE",50.6338527,3.0956887
65.0,3.0,Maison,74.0,0,"131000,00",17.0,RUE,DESIRE BONDUES,59000.0,LILLE,2015.3846153846155,"17 RUE DESIRE BONDUES, 59000 LILLE",50.6063682,3.0567704
179.0,6.0,Maison,149.0,0,"685000,00",11.0,RUE,PHARAON DE WINTER,59800.0,LILLE,3826.8156424581007,"11 RUE PHARAON DE WINTER, 59800 LILLE",50.6422438,3.0593509
108.0,5.0,Maison,169.0,0,"570000,00",17.0,RUE,VERDI,59000.0,LILLE,5277.777777777777,"17 RUE VERDI, 59000 LILLE",50.6246966,3.0377659
49.0,2.0,Maison,55.0,0,"144000,00",44.0,RUE,DES SECOURISTES,59000.0,LILLE,2938.7755102040815,"44 RUE DES SECOURISTES, 59000 LILLE",50.6121412,3.0444147
104.0,4.0,Maison,60.0,0,"160000,00",5.0,RUE,DES SECOURISTES,59000.0,LILLE,1538.4615384615386,"5 RUE DES SECOURISTES, 59000 LILLE",50.6125524,3.0459542
80.0,3.0,Maison,415.0,0,"267000,00",75.0,RUE,DE LA MITTERIE,59160.0,LILLE,3337.5,"75 RUE DE LA MITTERIE, 59160 LILLE",50.6487384,2.9927804
76.0,4.0,Maison,203.0,0,"235000,00",76.0,RUE,MARCEAU HELLEMMES,59260.0,LILLE,3092.1052631578946,"76 RUE MARCEAU HELLEMMES, 59260 LILLE",50.6241427,3.1096047
95.0,5.0,Maison,60.0,0,"500000,00",25.0,RUE,FABRE D EGLANTINE,59000.0,LILLE,5263.1578947368425,"25 RUE FABRE D EGLANTINE, 59000 LILLE",50.6140085,3.0449619
54.0,3.0,Maison,135.0,0,"150000,00",47.0,RUE,DE NORVEGE,59000.0,LILLE,2777.777777777778,"47 RUE DE NORVEGE, 59000 LILLE",50.6157578,3.0316819
82.0,4.0,Maison,135.0,0,"120000,00",75.0,RUE,DU MAIRE BECQUART,59160.0,LILLE,1463.4146341463415,"75 RUE DU MAIRE BECQUART, 59160 LILLE",50.6488404,2.9978171
95.0,5.0,Maison,143.0,0,"369000,00",2.0,PL,DU CARNAVAL,59000.0,LILLE,3884.2105263157896,"2 PL DU CARNAVAL, 59000 LILLE",50.6221277,3.0652467
59.0,3.0,Maison,98.0,0,"122000,00",27.0,BD,D ALSACE,59000.0,LILLE,2067.7966101694915,"27 BD D ALSACE, 59000 LILLE",50.6178335,3.0659584
113.0,4.0,Maison,99.0,0,"250000,00",51.0,RUE,DES MEUNIERS,59000.0,LILLE,2212.3893805309735,"51 RUE DES MEUNIERS, 59000 LILLE",50.6221413,3.0584585
93.0,6.0,Maison,91.0,0,"197000,00",22.0,RUE,CAVENTOU,59000.0,LILLE,2118.2795698924733,"22 RUE CAVENTOU, 59000 LILLE",50.6123839,3.0685817
139.0,5.0,Maison,195.0,0,"430000,00",61.0,RUE,DESTAILLEURS,59000.0,LILLE,3093.5251798561153,"61 RUE DESTAILLEURS, 59000 LILLE",50.6157214,3.0279515
70.0,3.0,Maison,46.0,0,"156000,00",68.0,RUE,MIRABEAU,59800.0,LILLE,2228.5714285714284,"68 RUE MIRABEAU, 59800 LILLE",50.6335549,3.0942517
75.0,4.0,Maison,192.0,0,"208800,00",38.0,RUE,EMILE ZOLA HELLEMMES,59260.0,LILLE,2784.0,"38 RUE EMILE ZOLA HELLEMMES, 59260 LILLE",50.6344956,3.1133388
115.0,5.0,Maison,482.0,0,"479200,00",4.0,RUE,SAINT SIMON LOMME,59160.0,LILLE,4166.95652173913,"4 RUE SAINT SIMON LOMME, 59160 LILLE",50.6429643,2.9864735
88.0,4.0,Maison,132.0,0,"305000,00",88.0,RUE,HENRI GHESQUIERE LOMME,59160.0,LILLE,3465.909090909091,"88 RUE HENRI GHESQUIERE LOMME, 59160 LILLE",50.6390657,3.0153457
103.0,5.0,Maison,434.0,0,"348000,00",152.0,RUE,DE LA MITTERIE,59160.0,LILLE,3378.640776699029,"152 RUE DE LA MITTERIE, 59160 LILLE",50.6492333,2.9987528
186.0,10.0,Maison,106.0,0,"320000,00",92.0,RUE,DE BAPAUME,59000.0,LILLE,1720.4301075268818,"92 RUE DE BAPAUME, 59000 LILLE",50.6181118,3.0603913
80.0,4.0,Maison,129.0,0,"236850,00",111.0,RUE,ANATOLE FRANCE LOMME,59160.0,LILLE,2960.625,"111 RUE ANATOLE FRANCE LOMME, 59160 LILLE",50.6353798,3.0110176
68.0,3.0,Maison,527.0,0,"47075,00",130.0,RUE,ANNE DELAVAUX,59160.0,LILLE,692.2794117647059,"130 RUE ANNE DELAVAUX, 59160 LILLE",50.6413526,2.9955952
64.0,2.0,Maison,84.0,0,"227000,00",7.0,RUE,DRUELLE,59000.0,LILLE,3546.875,"7 RUE DRUELLE, 59000 LILLE",50.613052,3.0456717
69.0,3.0,Maison,73.0,0,"191000,00",13.0,RUE,DESRUELLES,59160.0,LILLE,2768.1159420289855,"13 RUE DESRUELLES, 59160 LILLE",50.6463777,3.0106412
54.0,3.0,Maison,62.0,0,"180100,00",27.0,RUE,PAUL BERT,59800.0,LILLE,3335.185185185185,"27 RUE PAUL BERT, 59800 LILLE",50.6333032,3.0961364
85.0,4.0,Maison,165.0,0,"130000,00",479.0,AV,DE DUNKERQUE LOMME,59160.0,LILLE,1529.4117647058824,"479 AV DE DUNKERQUE LOMME, 59160 LILLE",50.6466561,3.0074485
76.0,4.0,Maison,159.0,0,"229500,00",81.0,RUE,DU CHEVALIER GUIGNETTE,59800.0,LILLE,3019.7368421052633,"81 RUE DU CHEVALIER GUIGNETTE, 59800 LILLE",50.6119993,3.0588264
110.0,5.0,Maison,115.0,0,"227200,00",76.0,RUE,TESTELIN,59260.0,LILLE,2065.4545454545455,"76 RUE TESTELIN, 59260 LILLE",50.6278925,3.1148253
105.0,6.0,Maison,105.0,0,"145000,00",22.0,RUE,VICTOR TILMANT,59000.0,LILLE,1380.952380952381,"22 RUE VICTOR TILMANT, 59000 LILLE",50.6077075,3.0581817
90.0,5.0,Maison,165.0,0,"182000,00",117.0,RUE,DE POLOGNE,59800.0,LILLE,2022.2222222222222,"117 RUE DE POLOGNE, 59800 LILLE",50.6324028,3.10141
59.0,3.0,Maison,58.0,0,"207930,00",40.0,RUE,DUHEM,59000.0,LILLE,3524.237288135593,"40 RUE DUHEM, 59000 LILLE",50.6224585,3.0416461
88.0,3.0,Maison,117.0,0,"152000,00",33.0,RUE,DU PARADIS,59160.0,LILLE,1727.2727272727273,"33 RUE DU PARADIS, 59160 LILLE",50.6306037,3.0033267
82.0,5.0,Maison,79.0,0,"120000,00",9.0,RUE,BARNI,59800.0,LILLE,1463.4146341463415,"9 RUE BARNI, 59800 LILLE",50.6239879,3.0929568
76.0,4.0,Maison,113.0,0,"294000,00",30.0,RUE,GODEFROY CAVAIGNAC,59000.0,LILLE,3868.4210526315787,"30 RUE GODEFROY CAVAIGNAC, 59000 LILLE",50.6080931,3.0418996
85.0,4.0,Maison,163.0,0,"214300,00",32.0,RUE,JEANNE GODART,59000.0,LILLE,2521.176470588235,"32 RUE JEANNE GODART, 59000 LILLE",50.6119851,3.0725258
137.0,6.0,Maison,628.0,0,"425000,00",8.0,RUE,DES TULIPIERS,59160.0,LILLE,3102.189781021898,"8 RUE DES TULIPIERS, 59160 LILLE",50.6414216,2.9839544
57.0,3.0,Maison,33.0,0,"40425,00",15.0,RUE,FRANKLIN LOMME,59160.0,LILLE,709.2105263157895,"15 RUE FRANKLIN LOMME, 59160 LILLE",50.6402448,3.0168435
65.0,5.0,Maison,96.0,0,"260000,00",22.0,RUE,JEAN JAURES LOMME,59160.0,LILLE,4000.0,"22 RUE JEAN JAURES LOMME, 59160 LILLE",50.6364525,3.0187965
44.0,3.0,Maison,47.0,0,"55000,00",49.0,RUE,DE LYON,59000.0,LILLE,1250.0,"49 RUE DE LYON, 59000 LILLE",50.6185587,3.0602922
64.0,4.0,Maison,128.0,0,"240250,00",53.0,RUE,DELANNOY,59160.0,LILLE,3753.90625,"53 RUE DELANNOY, 59160 LILLE",50.6333143,3.0085781
110.0,6.0,Maison,90.0,0,"218000,00",133.0,RUE,MARTYRS DE RESISTANCE,59160.0,LILLE,1981.8181818181818,"133 RUE MARTYRS DE RESISTANCE, 59160 LILLE",50.6349684,3.0128574
85.0,5.0,Maison,88.0,0,"173280,00",41.0,RUE,MAURICE BERTEAUX,59260.0,LILLE,2038.5882352941176,"41 RUE MAURICE BERTEAUX, 59260 LILLE",50.6229077,3.0985689
256.0,9.0,Maison,295.0,0,"1058000,00",9.0,RUE,DES POSTES,59000.0,LILLE,4132.8125,"9 RUE DES POSTES, 59000 LILLE",50.6280821,3.0580636
100.0,6.0,Maison,132.0,0,"284900,00",97.0,RUE,RASPAIL,59800.0,LILLE,2849.0,"97 RUE RASPAIL, 59800 LILLE",50.6314464,3.103107
154.0,8.0,Maison,116.0,0,"290000,00",1.0,RUE,BEAUCOURT DECOURCHELLES,59800.0,LILLE,1883.1168831168832,"1 RUE BEAUCOURT DECOURCHELLES, 59800 LILLE",50.6319292,3.0421135
80.0,5.0,Maison,256.0,0,"244900,00",14.0,RUE,DE LA CONCORDE HELLEMMES,59260.0,LILLE,3061.25,"14 RUE DE LA CONCORDE HELLEMMES, 59260 LILLE",50.6327892,3.1190644
36.0,1.0,Maison,71.0,0,"65000,00",2.0,RUE,DU ONZE NOVEMBRE,59260.0,LILLE,1805.5555555555557,"2 RUE DU ONZE NOVEMBRE, 59260 LILLE",50.6558358,3.0105776
47.0,3.0,Maison,46.0,0,"249500,00",25.0,RUE,VIOLETTE,59000.0,LILLE,5308.510638297872,"25 RUE VIOLETTE, 59000 LILLE",50.6225523,3.0333368
69.0,3.0,Maison,95.0,0,"250000,00",168.0,RUE,JACQUARD HELLEMMES,59260.0,LILLE,3623.1884057971015,"168 RUE JACQUARD HELLEMMES, 59260 LILLE",50.6352584,3.1112884
102.0,6.0,Maison,222.0,0,"205000,00",5.0,RUE,ALEXANDRE RIBOT,59000.0,LILLE,2009.8039215686274,"5 RUE ALEXANDRE RIBOT, 59000 LILLE",50.608454,3.0808181
69.0,6.0,Maison,71.0,0,"300000,00",1.0,RUE,CORBET,59800.0,LILLE,4347.826086956522,"1 RUE CORBET, 59800 LILLE",50.6269209,3.0448118
80.0,5.0,Maison,230.0,0,"443000,00",31.0,RUE,CHAPPE,59800.0,LILLE,5537.5,"31 RUE CHAPPE, 59800 LILLE",50.6398348,3.0918461
45.0,2.0,Maison,108.0,0,"202530,00",15.0,RUE,LOUIS BRAILLE,59800.0,LILLE,4500.666666666667,"15 RUE LOUIS BRAILLE, 59800 LILLE",50.6226339,3.0932439
81.0,4.0,Maison,103.0,0,"321500,00",6.0,RUE,GALLIENI,59160.0,LILLE,3969.135802469136,"6 RUE GALLIENI, 59160 LILLE",50.6331965,3.0174317
64.0,4.0,Maison,64.0,0,"125000,00",5.0,RUE,JOSEPH BARA,59260.0,LILLE,1953.125,"5 RUE JOSEPH BARA, 59260 LILLE",50.6247778,3.1121228
123.0,6.0,Maison,103.0,0,"160000,00",42.0,RUE,D ARCOLE,59000.0,LILLE,1300.8130081300812,"42 RUE D ARCOLE, 59000 LILLE",50.6232641,3.0477948
175.0,8.0,Maison,129.0,0,"426190,00",103.0,RUE,DU MARAIS,59160.0,LILLE,2435.3714285714286,"103 RUE DU MARAIS, 59160 LILLE",50.6361091,3.0193996
102.0,7.0,Maison,222.0,0,"270000,00",26.0,RUE,DE LA MITTERIE,59160.0,LILLE,2647.0588235294117,"26 RUE DE LA MITTERIE, 59160 LILLE",50.6470419,2.9879837
60.0,3.0,Maison,50.0,0,"220000,00",26.0,RUE,SAINT ELOI,59000.0,LILLE,3666.6666666666665,"26 RUE SAINT ELOI, 59000 LILLE",50.6231964,3.0560231
117.0,5.0,Maison,134.0,0,"281878,50",12.0,RUE,BALZAC,59000.0,LILLE,2409.2179487179487,"12 RUE BALZAC, 59000 LILLE",50.6239784,3.1388323
72.0,4.0,Maison,154.0,0,"180000,00",20.0,RUE,DE LA BRUYERE,59000.0,LILLE,2500.0,"20 RUE DE LA BRUYERE, 59000 LILLE",50.6321844,3.026359
138.0,6.0,Maison,567.0,0,"379950,00",52.0,RUE,KUHLMANN LOMME,59160.0,LILLE,2753.2608695652175,"52 RUE KUHLMANN LOMME, 59160 LILLE",50.6307834,3.0055492
77.0,4.0,Maison,190.0,0,"255400,00",13.0,RUE,CHARLES GIDE,59260.0,LILLE,3316.883116883117,"13 RUE CHARLES GIDE, 59260 LILLE",50.6214623,3.1205791
56.0,4.0,Maison,93.0,0,"195000,00",18.0,RUE,NEUVE LOMME,59160.0,LILLE,3482.1428571428573,"18 RUE NEUVE LOMME, 59160 LILLE",50.6398309,3.0181612
90.0,5.0,Maison,109.0,0,"216800,00",24.0,RUE,STEPHENSON,59800.0,LILLE,2408.8888888888887,"24 RUE STEPHENSON, 59800 LILLE",50.6264335,3.0896186
73.0,5.0,Maison,43.0,0,"140000,00",36.0,AV,DES MARTYRS HELLEMMES,59260.0,LILLE,1917.8082191780823,"36 AV DES MARTYRS HELLEMMES, 59260 LILLE",50.6261093,3.1142993
99.0,6.0,Maison,109.0,0,"222007,72",23.0,RUE,BROCA,59800.0,LILLE,2242.5022222222224,"23 RUE BROCA, 59800 LILLE",50.625009,3.0899769
97.0,4.0,Maison,566.0,0,"180000,00",12.0,RUE,JEAN MOULIN LOMME,59160.0,LILLE,1855.6701030927834,"12 RUE JEAN MOULIN LOMME, 59160 LILLE",50.6463791,2.9861304
133.0,6.0,Maison,778.0,0,"530000,00",51.0,RUE,ALBERT THOMAS LOMME,59160.0,LILLE,3984.9624060150377,"51 RUE ALBERT THOMAS LOMME, 59160 LILLE",50.6458071,3.0021864
120.0,6.0,Maison,169.0,0,"465000,00",19.0,RUE,VERDI,59000.0,LILLE,3875.0,"19 RUE VERDI, 59000 LILLE",50.6246611,3.0377221
76.0,4.0,Maison,116.0,0,"125000,00",38.0,CITE,JOLIVET,59160.0,LILLE,1644.7368421052631,"38 CITE JOLIVET, 59160 LILLE",50.6489127,3.0088544
96.0,4.0,Maison,607.0,0,"270000,00",14.0,RUE,BLANCHE,59800.0,LILLE,2812.5,"14 RUE BLANCHE, 59800 LILLE",50.6401598,3.082257
42.0,2.0,Maison,174.0,0,"222000,00",69.0,RUE,DU DOCTEUR HUART,59260.0,LILLE,5285.714285714285,"69 RUE DU DOCTEUR HUART, 59260 LILLE",50.6333836,3.1185448
90.0,4.0,Maison,81.0,0,"95000,00",59.0,RUE,DRUELLE,59000.0,LILLE,1055.5555555555557,"59 RUE DRUELLE, 59000 LILLE",50.6129069,3.0439971
89.0,3.0,Maison,184.0,0,"260000,00",7.0,RUE,PROUDHON,59000.0,LILLE,2921.3483146067415,"7 RUE PROUDHON, 59000 LILLE",50.6363753,3.0224943
89.0,5.0,Maison,131.0,0,"271500,00",40.0,RUE,DES MODELEURS,59260.0,LILLE,3050.561797752809,"40 RUE DES MODELEURS, 59260 LILLE",50.6268995,3.1027125
79.0,5.0,Maison,132.0,0,"255000,00",42.0,RUE,OSCAR FANYAU,59260.0,LILLE,3227.8481012658226,"42 RUE OSCAR FANYAU, 59260 LILLE",50.6299085,3.1066009
70.0,3.0,Maison,47.0,0,"127000,00",5.0,COUR,ANSART,59160.0,LILLE,1814.2857142857142,"5 COUR ANSART, 59160 LILLE",50.6342122,3.0050459
67.0,4.0,Maison,148.0,0,"65000,00",62.0,RUE,JEAN BAPTISTE DUMAS,59160.0,LILLE,970.1492537313433,"62 RUE JEAN BAPTISTE DUMAS, 59160 LILLE",50.6277998,3.0099725
70.0,5.0,Maison,57.0,0,"165000,00",30.0,RUE,DU BAS LIEVIN,59000.0,LILLE,2357.1428571428573,"30 RUE DU BAS LIEVIN, 59000 LILLE",50.6092176,3.0738467
56.0,3.0,Maison,175.0,0,"221000,00",17.0,RUE,DES GLYCINES,59000.0,LILLE,3946.4285714285716,"17 RUE DES GLYCINES, 59000 LILLE",50.6128604,3.0428084
58.0,5.0,Maison,50.0,0,"120900,00",34.0,CHE,DE LA COTONNIERE,59260.0,LILLE,2084.4827586206898,"34 CHE DE LA COTONNIERE, 59260 LILLE",50.629055,3.0984273
86.0,4.0,Maison,81.0,0,"243000,00",85.0,RUE,CHANZY HELLEMMES,59260.0,LILLE,2825.5813953488373,"85 RUE CHANZY HELLEMMES, 59260 LILLE",50.6259743,3.1054682
33.0,3.0,Maison,40.0,0,"75000,00",57.0,RUE,PAUL BERT,59800.0,LILLE,2272.7272727272725,"57 RUE PAUL BERT, 59800 LILLE",50.6326686,3.0964822
100.0,5.0,Maison,220.0,0,"150000,00",13.0,RUE,LAPLACE,59800.0,LILLE,1500.0,"13 RUE LAPLACE, 59800 LILLE",50.6480801,3.0931454
91.0,5.0,Maison,93.0,0,"137000,00",32.0,RUE,GARIBALDI,59000.0,LILLE,1505.4945054945056,"32 RUE GARIBALDI, 59000 LILLE",50.6119464,3.0630415
78.0,4.0,Maison,171.0,0,"229000,00",13.0,RUE,EUGENE DESCAMPS,59160.0,LILLE,2935.897435897436,"13 RUE EUGENE DESCAMPS, 59160 LILLE",50.6480722,3.0072964
92.0,5.0,Maison,90.0,0,"390000,00",22.0,RUE,DU CHAUFOUR,59000.0,LILLE,4239.130434782609,"22 RUE DU CHAUFOUR, 59000 LILLE",50.6493033,3.0710181
106.0,5.0,Maison,182.0,0,"300700,00",19.0,IMP,DU CLOS FERRER,59000.0,LILLE,2836.7924528301887,"19 IMP DU CLOS FERRER, 59000 LILLE",50.6284316,3.0900507
66.0,3.0,Maison,139.0,0,"220000,00",44.0,RUE,ETIENNE DOLET HELLEMMES,59260.0,LILLE,3333.3333333333335,"44 RUE ETIENNE DOLET HELLEMMES, 59260 LILLE",50.6317044,3.1042931
90.0,5.0,Maison,179.0,0,"372000,00",1.0,ALL,CHANTELOUP,59000.0,LILLE,4133.333333333333,"1 ALL CHANTELOUP, 59000 LILLE",50.6347215,3.0264709
90.0,5.0,Maison,98.0,0,"205850,00",181.0,RUE,JEAN JAURES LOMME,59160.0,LILLE,2287.222222222222,"181 RUE JEAN JAURES LOMME, 59160 LILLE",50.6406801,3.0147376
70.0,4.0,Maison,176.0,0,"246300,00",52.0,RUE,JULES GUESDE HELLEMMES,59260.0,LILLE,3518.5714285714284,"52 RUE JULES GUESDE HELLEMMES, 59260 LILLE",50.631165,3.1107806
87.0,5.0,Maison,216.0,0,"145000,00",7.0,RUE,ANDRE WALLAERT,59000.0,LILLE,1666.6666666666667,"7 RUE ANDRE WALLAERT, 59000 LILLE",50.6133413,3.0766146
70.0,3.0,Maison,79.0,0,"180000,00",20.0,RUE,LEUTY,59800.0,LILLE,2571.4285714285716,"20 RUE LEUTY, 59800 LILLE",50.6246268,3.0960076
53.0,3.0,Maison,48.0,0,"149500,00",23.0,RUE,JEAN BAPTISTE DUMAS,59160.0,LILLE,2820.754716981132,"23 RUE JEAN BAPTISTE DUMAS, 59160 LILLE",50.6276805,3.0071967
50.0,3.0,Maison,85.0,0,"70000,00",54.0,RUE,FABRE D EGLANTINE,59000.0,LILLE,1400.0,"54 RUE FABRE D EGLANTINE, 59000 LILLE",50.6138168,3.0436427
124.0,5.0,Maison,163.0,0,"262000,00",174.0,RUE,FERDINAND MATHIAS,59260.0,LILLE,2112.9032258064517,"174 RUE FERDINAND MATHIAS, 59260 LILLE",50.6224583,3.1013503
104.0,4.0,Maison,534.0,0,"498000,00",41.0,RUE,GOUBET,59160.0,LILLE,4788.461538461538,"41 RUE GOUBET, 59160 LILLE",50.6417567,2.9850843
90.0,5.0,Maison,90.0,0,"419000,00",23.0,RUE,AUGUSTE MOURCOU,59800.0,LILLE,4655.555555555556,"23 RUE AUGUSTE MOURCOU, 59800 LILLE",50.6496761,3.0903116
95.0,3.0,Maison,150.0,0,"210000,00",39.0,RUE,DU BOIS D ANNAPPES,59800.0,LILLE,2210.5263157894738,"39 RUE DU BOIS D ANNAPPES, 59800 LILLE",50.6303115,3.1017604
66.0,3.0,Maison,74.0,0,"169000,00",29.0,RUE,DESIRE BONDUES,59000.0,LILLE,2560.6060606060605,"29 RUE DESIRE BONDUES, 59000 LILLE",50.6059753,3.0565038
82.0,4.0,Maison,206.0,0,"248000,00",41.0,RUE,PHILIPPE DE GIRARD LOMME,59160.0,LILLE,3024.390243902439,"41 RUE PHILIPPE DE GIRARD LOMME, 59160 LILLE",50.633025,3.0147554
97.0,5.0,Maison,80.0,0,"140000,00",21.0,RUE,DESIRE BONDUES,59000.0,LILLE,1443.298969072165,"21 RUE DESIRE BONDUES, 59000 LILLE",50.6061503,3.056648
66.0,4.0,Maison,64.0,0,"150000,00",4.0,RUE,KEPLER,59800.0,LILLE,2272.7272727272725,"4 RUE KEPLER, 59800 LILLE",50.6362769,3.0851487
65.0,3.0,Maison,121.0,0,"230000,00",7.0,RUE,AMBROISE PARE,59800.0,LILLE,3538.4615384615386,"7 RUE AMBROISE PARE, 59800 LILLE",50.6288096,3.0966078
100.0,5.0,Maison,247.0,0,"263000,00",203.0,RUE,CHANZY HELLEMMES,59260.0,LILLE,2630.0,"203 RUE CHANZY HELLEMMES, 59260 LILLE",50.6248232,3.1016186
76.0,4.0,Maison,208.0,0,"248000,00",78.0,RUE,MARCEAU HELLEMMES,59260.0,LILLE,3263.157894736842,"78 RUE MARCEAU HELLEMMES, 59260 LILLE",50.6241148,3.1096006
105.0,4.0,Maison,151.0,0,"235600,00",77.0,RUE,DESAUGIERS,59800.0,LILLE,2243.809523809524,"77 RUE DESAUGIERS, 59800 LILLE",50.631538,3.1023285
227.0,7.0,Maison,134.0,0,"590000,00",21.0,RUE,GAVARNI,59000.0,LILLE,2599.1189427312775,"21 RUE GAVARNI, 59000 LILLE",50.6332136,3.0259322
60.0,3.0,Maison,172.0,0,"200000,00",12.0,RUE,DELANNOY,59160.0,LILLE,3333.3333333333335,"12 RUE DELANNOY, 59160 LILLE",50.6335724,3.0081152
132.0,5.0,Maison,127.0,0,"320000,00",153.0,RUE,JEAN JAURES LOMME,59160.0,LILLE,2424.242424242424,"153 RUE JEAN JAURES LOMME, 59160 LILLE",50.6397541,3.0155776
82.0,4.0,Maison,75.0,0,"180000,00",38.0,RUE,DESIRE BONDUES,59000.0,LILLE,2195.121951219512,"38 RUE DESIRE BONDUES, 59000 LILLE",50.605844,3.0561247
124.0,5.0,Maison,130.0,0,"669000,00",57.0,RUE,BRULE MAISON,59000.0,LILLE,5395.1612903225805,"57 RUE BRULE MAISON, 59000 LILLE",50.6261405,3.0600229
67.0,3.0,Maison,49.0,0,"191000,00",37.0,RUE,CORNEILLE,59000.0,LILLE,2850.7462686567164,"37 RUE CORNEILLE, 59000 LILLE",50.6242881,3.0504976
102.0,4.0,Maison,159.0,0,"211618,27",27.0,RUE,DE SAINT AMAND,59800.0,LILLE,2074.6889215686274,"27 RUE DE SAINT AMAND, 59800 LILLE",50.6223219,3.0919482
