Surface reelle bati,Nombre pieces principales,Type local,Surface terrain,Nombre de lots,Valeur fonciere,No voie,Type de voie,Voie,Code postal,Commune,prix_m2,adresse_complete,latitude,longitude
153.0,6.0,Maison,172.0,0,"876151,00",25.0,RUE,DU LIVRAN,33000.0,BORDEAUX,5726.477124183007,"25 RUE DU LIVRAN, 33000 BORDEAUX",44.8300172,-0.5904445
50.0,2.0,Maison,88.0,0,"390000,00",8.0,CITE,DUGAY,33000.0,BORDEAUX,7800.0,"8 CITE DUGAY, 33000 BORDEAUX",44.8203277,-0.5977017
90.0,4.0,Maison,57.0,0,"360000,00",5.0,RUE,DE GRAMMONT,33800.0,BORDEAUX,4000.0,"5 RUE DE GRAMMONT, 33800 BORDEAUX",44.8241896,-0.5542167
84.0,3.0,Maison,205.0,0,"230000,00",88.0,RUE,ARAGO,33300.0,BORDEAUX,2738.095238095238,"88 RUE ARAGO, 33300 BORDEAUX",44.8747878,-0.5511332
82.0,3.0,Maison,192.0,0,"563000,00",50.0,RUE,BOUTIN,33000.0,BORDEAUX,6865.8536585365855,"50 RUE BOUTIN, 33000 BORDEAUX",44.8244714,-0.5965452
110.0,3.0,Maison,94.0,0,"570000,00",17.0,RUE,MATHIEU,33000.0,BORDEAUX,5181.818181818182,"17 RUE MATHIEU, 33000 BORDEAUX",44.8318651,-0.5938487
33.0,2.0,Maison,81.0,0,"207692,00",9.0,IMP,AGEN,33800.0,BORDEAUX,6293.69696969697,"9 IMP AGEN, 33800 BORDEAUX",44.8223095,-0.5612096
100.0,4.0,Maison,221.0,0,"568750,00",18.0,RUE,EDMOND ROSTAND,33200.0,BORDEAUX,5687.5,"18 RUE EDMOND ROSTAND, 33200 BORDEAUX",44.8550209,-0.6281354
100.0,5.0,Maison,108.0,0,"430000,00",34.0,RUE,SAINTE LUCE,33000.0,BORDEAUX,4300.0,"34 RUE SAINTE LUCE, 33000 BORDEAUX",44.8454752,-0.5877327
110.0,4.0,Maison,146.0,0,"580000,00",29.0,RUE,XAINTRAILLES,33000.0,BORDEAUX,5272.727272727273,"29 RUE XAINTRAILLES, 33000 BORDEAUX",44.8296398,-0.5911061
200.0,7.0,Maison,172.0,0,"1261900,00",15.0,RUE,RAYMOND LARTIGUE,33000.0,BORDEAUX,6309.5,"15 RUE RAYMOND LARTIGUE, 33000 BORDEAUX",44.8411537,-0.5960886
110.0,4.0,Maison,154.0,0,"400000,00",321.0,RUE,GEORGES BONNAC,33000.0,BORDEAUX,3636.3636363636365,"321 RUE GEORGES BONNAC, 33000 BORDEAUX",44.8368619,-0.5965222
90.0,3.0,Maison,558.0,0,"369800,00",11.0,IMP,NOEL,33300.0,BORDEAUX,4108.888888888889,"11 IMP NOEL, 33300 BORDEAUX",44.8845406,-0.5508248
73.0,3.0,Maison,158.0,0,"342000,00",8.0,RUE,LUCIEN DUFFAU,33300.0,BORDEAUX,4684.931506849315,"8 RUE LUCIEN DUFFAU, 33300 BORDEAUX",44.856457,-0.5769177
44.0,2.0,Maison,71.0,0,"190800,00",254.0,RUE,DE BEGLES,33800.0,BORDEAUX,4336.363636363636,"254 RUE DE BEGLES, 33800 BORDEAUX",44.818456,-0.5660795
188.0,6.0,Maison,241.0,0,"780000,00",161.0,RUE,FERNAND AUDEGUIL,33000.0,BORDEAUX,4148.936170212766,"161 RUE FERNAND AUDEGUIL, 33000 BORDEAUX",44.8283598,-0.5863305
190.0,7.0,Maison,781.0,0,"845000,00",43.0,AV,DE VERDUN,33200.0,BORDEAUX,4447.368421052632,"43 AV DE VERDUN, 33200 BORDEAUX",44.8576835,-0.6132606
261.0,7.0,Maison,171.0,0,"1752500,00",94.0,RUE,DU PALAIS GALLIEN,33000.0,BORDEAUX,6714.55938697318,"94 RUE DU PALAIS GALLIEN, 33000 BORDEAUX",44.8471404,-0.5815045
108.0,3.0,Maison,338.0,0,"574000,00",167.0,RUE,BERRUER,33000.0,BORDEAUX,5314.814814814815,"167 RUE BERRUER, 33000 BORDEAUX",44.8331449,-0.6079771
130.0,6.0,Maison,173.0,0,"547400,00",30.0,BD,ALBERT 1ER,33800.0,BORDEAUX,4210.7692307692305,"30 BD ALBERT 1ER, 33800 BORDEAUX",44.8140283,-0.5680794
131.0,4.0,Maison,253.0,0,"780000,00",31.0,RUE,RAYMOND BORDIER,33200.0,BORDEAUX,5954.198473282443,"31 RUE RAYMOND BORDIER, 33200 BORDEAUX",44.8502677,-0.5992103
198.0,7.0,Maison,574.0,0,"1100000,00",48.0,BD,PIERRE 1ER,33000.0,BORDEAUX,5555.555555555556,"48 BD PIERRE 1ER, 33000 BORDEAUX",44.8560958,-0.5916055
76.0,3.0,Maison,409.0,0,"490302,00",28.0,ALL,DES PINS,33000.0,BORDEAUX,6451.3421052631575,"28 ALL DES PINS, 33000 BORDEAUX",44.8354021,-0.6027937
95.0,3.0,Maison,107.0,0,"325000,00",19.0,RUE,DES MARRONNIERS,33000.0,BORDEAUX,3421.0526315789475,"19 RUE DES MARRONNIERS, 33000 BORDEAUX",44.8332806,-0.6029597
82.0,3.0,Maison,86.0,0,"407000,00",19.0,RUE,DU PROFESSEUR BENZACAR,33800.0,BORDEAUX,4963.414634146341,"19 RUE DU PROFESSEUR BENZACAR, 33800 BORDEAUX",44.8165984,-0.5692624
245.0,5.0,Maison,142.0,0,"942500,00",8.0,RUE,FRANCIS MARTIN,33000.0,BORDEAUX,3846.938775510204,"8 RUE FRANCIS MARTIN, 33000 BORDEAUX",44.8491723,-0.5827874
80.0,3.0,Maison,49.0,0,"349350,00",59.0,RUE,DENISE,33300.0,BORDEAUX,4366.875,"59 RUE DENISE, 33300 BORDEAUX",44.8579079,-0.5647322
54.0,3.0,Maison,167.0,0,"384500,00",53.0,RUE,DE MARMANDE,33800.0,BORDEAUX,7120.37037037037,"53 RUE DE MARMANDE, 33800 BORDEAUX",44.8201329,-0.5748295
149.0,5.0,Maison,200.0,0,"785000,00",17.0,RUE,CHARLES LEVEQUE,33000.0,BORDEAUX,5268.456375838926,"17 RUE CHARLES LEVEQUE, 33000 BORDEAUX",44.8315388,-0.6009399
480.0,9.0,Maison,300.0,0,"2550000,00",32.0,PL,MARTYRS RESISTANCE,33000.0,BORDEAUX,5312.5,"32 PL MARTYRS RESISTANCE, 33000 BORDEAUX",44.8421595,-0.5843444
100.0,4.0,Maison,77.0,0,"548000,00",31.0,AV,JEANNE D ARC,33000.0,BORDEAUX,5480.0,"31 AV JEANNE D ARC, 33000 BORDEAUX",44.8262369,-0.5935152
122.0,3.0,Maison,722.0,0,"1055000,00",23.0,RUE,CASSIGNARD,33200.0,BORDEAUX,8647.540983606557,"23 RUE CASSIGNARD, 33200 BORDEAUX",44.8571888,-0.6097147
120.0,4.0,Maison,93.0,0,"540000,00",211.0,RUE,MALBEC,33800.0,BORDEAUX,4500.0,"211 RUE MALBEC, 33800 BORDEAUX",44.8218562,-0.5693455
50.0,4.0,Maison,102.0,0,"433000,00",21.0,RUE,BELAIR,33800.0,BORDEAUX,8660.0,"21 RUE BELAIR, 33800 BORDEAUX",44.8259535,-0.571185
119.0,4.0,Maison,197.0,0,"645000,00",23.0,RUE,GONDALMA,33200.0,BORDEAUX,5420.16806722689,"23 RUE GONDALMA, 33200 BORDEAUX",44.8494196,-0.6243395
76.0,4.0,Maison,187.0,0,"345000,00",79.0,RUE,PASCAL LAFARGUE,33300.0,BORDEAUX,4539.473684210527,"79 RUE PASCAL LAFARGUE, 33300 BORDEAUX",44.8777751,-0.5496809
87.0,3.0,Maison,289.0,0,"450000,00",53.0,CRS,JOURNU AUBER,33300.0,BORDEAUX,5172.413793103448,"53 CRS JOURNU AUBER, 33300 BORDEAUX",44.8598666,-0.5698963
60.0,3.0,Maison,97.0,0,"267775,00",49.0,RUE,THERESIA CABARRUS,33000.0,BORDEAUX,4462.916666666667,"49 RUE THERESIA CABARRUS, 33000 BORDEAUX",44.8237004,-0.5965124
88.0,3.0,Maison,91.0,0,"417000,00",62.0,RUE,LOUIS CABIE,33800.0,BORDEAUX,4738.636363636364,"62 RUE LOUIS CABIE, 33800 BORDEAUX",44.8112854,-0.572172
160.0,7.0,Maison,260.0,0,"1360000,00",17.0,RUE,MARSAN,33300.0,BORDEAUX,8500.0,"17 RUE MARSAN, 33300 BORDEAUX",44.8558797,-0.5764668
50.0,3.0,Maison,83.0,0,"230000,00",37.0,RUE,BAUDUCHEU,33800.0,BORDEAUX,4600.0,"37 RUE BAUDUCHEU, 33800 BORDEAUX",44.822284,-0.5603719
76.0,3.0,Maison,84.0,0,"400000,00",64.0,RUE,DE BELFORT,33000.0,BORDEAUX,5263.1578947368425,"64 RUE DE BELFORT, 33000 BORDEAUX",44.834396,-0.5820239
103.0,5.0,Maison,169.0,0,"963986,00",44.0,RUE,DES FRERES FAUCHER,33000.0,BORDEAUX,9359.087378640777,"44 RUE DES FRERES FAUCHER, 33000 BORDEAUX",44.8390379,-0.5974572
89.0,5.0,Maison,197.0,0,"549400,00",13.0,RUE,CRAMPEL,33800.0,BORDEAUX,6173.033707865168,"13 RUE CRAMPEL, 33800 BORDEAUX",44.8199837,-0.5639574
94.0,5.0,Maison,189.0,0,"560000,00",70.0,RUE,DE PATAY,33000.0,BORDEAUX,5957.446808510638,"70 RUE DE PATAY, 33000 BORDEAUX",44.8270558,-0.5903023
78.0,3.0,Maison,92.0,0,"373800,00",4.0,RUE,XAINTRAILLES,33000.0,BORDEAUX,4792.307692307692,"4 RUE XAINTRAILLES, 33000 BORDEAUX",44.8302294,-0.5915352
140.0,6.0,Maison,170.0,0,"478000,00",12.0,RUE,BRULATOUR,33800.0,BORDEAUX,3414.285714285714,"12 RUE BRULATOUR, 33800 BORDEAUX",44.813478,-0.5563153
69.0,3.0,Maison,121.0,0,"301000,00",13.0,RUE,DU SABLONAT,33800.0,BORDEAUX,4362.31884057971,"13 RUE DU SABLONAT, 33800 BORDEAUX",44.818517,-0.573018
120.0,5.0,Maison,53.0,0,"605000,00",5.0,RUE,ROSE,33300.0,BORDEAUX,5041.666666666667,"5 RUE ROSE, 33300 BORDEAUX",44.8552433,-0.5701842
65.0,3.0,Maison,85.0,0,"359570,00",15.0,IMP,ELVINA SIVAN,33800.0,BORDEAUX,5531.846153846154,"15 IMP ELVINA SIVAN, 33800 BORDEAUX",44.8188677,-0.5738144
104.0,5.0,Maison,164.0,0,"602521,00",17.0,RUE,D AUSTERLITZ,33200.0,BORDEAUX,5793.471153846154,"17 RUE D AUSTERLITZ, 33200 BORDEAUX",44.8463725,-0.6102973
115.0,5.0,Maison,103.0,0,"640000,00",4.0,RUE,D ARCACHON,33000.0,BORDEAUX,5565.217391304348,"4 RUE D ARCACHON, 33000 BORDEAUX",44.8273972,-0.5825743
127.0,5.0,Maison,467.0,0,"547200,00",24.0,RUE,PADOUIN,33200.0,BORDEAUX,4308.6614173228345,"24 RUE PADOUIN, 33200 BORDEAUX",44.8579489,-0.6302444
50.0,3.0,Maison,96.0,0,"258000,00",49.0,RUE,JEAN DUMAS,33800.0,BORDEAUX,5160.0,"49 RUE JEAN DUMAS, 33800 BORDEAUX",44.8185179,-0.5701649
280.0,6.0,Maison,302.0,0,"1410000,00",1.0,RUE,GASTON LESPIAULT,33000.0,BORDEAUX,5035.714285714285,"1 RUE GASTON LESPIAULT, 33000 BORDEAUX",44.8256459,-0.5907208
72.0,4.0,Maison,100.0,0,"429000,00",1.0,RUE,CHARLEVOIX DE VILLERS,33300.0,BORDEAUX,5958.333333333333,"1 RUE CHARLEVOIX DE VILLERS, 33300 BORDEAUX",44.8706635,-0.5489252
106.0,3.0,Maison,212.0,0,"711340,00",83.0,AV,ALSACE LORRAINE,33200.0,BORDEAUX,6710.754716981132,"83 AV ALSACE LORRAINE, 33200 BORDEAUX",44.8469935,-0.6083132
100.0,5.0,Maison,184.0,0,"537800,00",16.0,RUE,JEAN LALANNE,33800.0,BORDEAUX,5378.0,"16 RUE JEAN LALANNE, 33800 BORDEAUX",44.8127502,-0.5724757
93.0,4.0,Maison,126.0,0,"489000,00",242.0,RUE,PASTEUR,33200.0,BORDEAUX,5258.064516129032,"242 RUE PASTEUR, 33200 BORDEAUX",44.845241,-0.6156469
280.0,8.0,Maison,475.0,0,"1550000,00",240.0,CRS,DE L YSER,33800.0,BORDEAUX,5535.714285714285,"240 CRS DE L YSER, 33800 BORDEAUX",44.8202555,-0.5718213
130.0,6.0,Maison,270.0,0,"1007600,00",89.0,RUE,FAMATINA,33200.0,BORDEAUX,7750.7692307692305,"89 RUE FAMATINA, 33200 BORDEAUX",44.8448943,-0.6040486
124.0,4.0,Maison,228.0,0,"667200,00",25.0,RUE,VICTOR DURUY,33200.0,BORDEAUX,5380.645161290323,"25 RUE VICTOR DURUY, 33200 BORDEAUX",44.8436146,-0.6174652
109.0,5.0,Maison,199.0,0,"750000,00",26.0,RUE,ERNEST RENAN,33000.0,BORDEAUX,6880.733944954129,"26 RUE ERNEST RENAN, 33000 BORDEAUX",44.8475691,-0.5917008
120.0,4.0,Maison,128.0,0,"649500,00",6.0,RUE,DE BRACH,33000.0,BORDEAUX,5412.5,"6 RUE DE BRACH, 33000 BORDEAUX",44.8391135,-0.5936031
95.0,5.0,Maison,230.0,0,"470000,00",15.0,RUE,DE LADOUS,33800.0,BORDEAUX,4947.368421052632,"15 RUE DE LADOUS, 33800 BORDEAUX",44.8121807,-0.5693399
112.0,5.0,Maison,220.0,0,"780000,00",109.0,RUE,PASTEUR,33200.0,BORDEAUX,6964.285714285715,"109 RUE PASTEUR, 33200 BORDEAUX",44.8445646,-0.6063644
226.0,6.0,Maison,597.0,0,"420000,00",69.0,RUE,DEVEAUX,33200.0,BORDEAUX,1858.4070796460178,"69 RUE DEVEAUX, 33200 BORDEAUX",44.8451078,-0.623023
140.0,5.0,Maison,220.0,0,"710000,00",206.0,RUE,FERNAND AUDEGUIL,33000.0,BORDEAUX,5071.428571428572,"206 RUE FERNAND AUDEGUIL, 33000 BORDEAUX",44.8282768,-0.5861422
278.0,8.0,Maison,462.0,0,"1475000,00",18.0,CRS,MARC NOUAUX,33000.0,BORDEAUX,5305.755395683454,"18 CRS MARC NOUAUX, 33000 BORDEAUX",44.8462963,-0.5942105
71.0,4.0,Maison,274.0,0,"370000,00",11.0,RUE,PIERRE BROSSOLETTE,33200.0,BORDEAUX,5211.267605633803,"11 RUE PIERRE BROSSOLETTE, 33200 BORDEAUX",44.8465485,-0.6241568
160.0,6.0,Maison,196.0,0,"860000,00",126.0,RUE,CAMILLE GODARD,33000.0,BORDEAUX,5375.0,"126 RUE CAMILLE GODARD, 33000 BORDEAUX",44.8549633,-0.5804709
41.0,2.0,Maison,67.0,0,"200000,00",57.0,RUE,PUYSEGUR,33800.0,BORDEAUX,4878.048780487805,"57 RUE PUYSEGUR, 33800 BORDEAUX",44.8206361,-0.5802614
105.0,5.0,Maison,174.0,0,"689800,00",5.0,RUE,LAPLACETTE,33000.0,BORDEAUX,6569.523809523809,"5 RUE LAPLACETTE, 33000 BORDEAUX",44.8320043,-0.6129067
47.0,1.0,Maison,12.0,1,"327000,00",22.0,RUE,MONADEY,33800.0,BORDEAUX,6957.446808510638,"22 RUE MONADEY, 33800 BORDEAUX",44.8286523,-0.5711003
140.0,6.0,Maison,443.0,0,"909850,00",44.0,RUE,CLERAMBAULT,33200.0,BORDEAUX,6498.928571428572,"44 RUE CLERAMBAULT, 33200 BORDEAUX",44.8626931,-0.6313572
146.0,5.0,Maison,274.0,0,"850000,00",35.0,RUE,LONGCHAMPS,33200.0,BORDEAUX,5821.917808219178,"35 RUE LONGCHAMPS, 33200 BORDEAUX",44.850592,-0.6196741
42.0,4.0,Maison,297.0,0,"369000,00",8.0,RUE,BRASCASSAT,33800.0,BORDEAUX,8785.714285714286,"8 RUE BRASCASSAT, 33800 BORDEAUX",44.8141156,-0.5565233
101.0,4.0,Maison,85.0,0,"468250,00",40.0,RUE,MORTON,33200.0,BORDEAUX,4636.138613861386,"40 RUE MORTON, 33200 BORDEAUX",44.847966,-0.6243604
128.0,5.0,Maison,50.0,0,"652850,00",3.0,RUE,DU LOUP,33000.0,BORDEAUX,5100.390625,"3 RUE DU LOUP, 33000 BORDEAUX",44.8379915,-0.572024
216.0,7.0,Maison,312.0,0,"872000,00",31.0,RUE,DE LAVAUD,33800.0,BORDEAUX,4037.037037037037,"31 RUE DE LAVAUD, 33800 BORDEAUX",44.8183286,-0.5644662
80.0,4.0,Maison,251.0,0,"399000,00",54.0,CITE,DUTREY,33300.0,BORDEAUX,4987.5,"54 CITE DUTREY, 33300 BORDEAUX",44.8714052,-0.5506526
61.0,3.0,Maison,93.0,0,"479205,00",4.0,RUE,D AUBIDEY,33800.0,BORDEAUX,7855.819672131148,"4 RUE D AUBIDEY, 33800 BORDEAUX",44.821593,-0.5655921
67.0,3.0,Maison,170.0,0,"417800,00",8.0,RUE,ODILON REDON,33000.0,BORDEAUX,6235.820895522388,"8 RUE ODILON REDON, 33000 BORDEAUX",44.8358372,-0.6089825
210.0,6.0,Maison,488.0,0,"1485000,00",11.0,RUE,GERGERES,33200.0,BORDEAUX,7071.428571428572,"11 RUE GERGERES, 33200 BORDEAUX",44.8561058,-0.6035037
45.0,3.0,Maison,143.0,0,"217560,00",28.0,RUE,DU TAILLAN,33000.0,BORDEAUX,4834.666666666667,"28 RUE DU TAILLAN, 33000 BORDEAUX",44.8540295,-0.5879289
72.0,3.0,Maison,933.0,0,"260000,00",301.0,AV,D ARES,33200.0,BORDEAUX,3611.1111111111113,"301 AV D ARES, 33200 BORDEAUX",44.8385696,-0.6160513
58.0,3.0,Maison,92.0,0,"330000,00",40.0,RUE,BABIN,33000.0,BORDEAUX,5689.6551724137935,"40 RUE BABIN, 33000 BORDEAUX",44.8220889,-0.5971532
50.0,1.0,Maison,193.0,0,"338000,00",13.0,RUE,POISSONNIER,33800.0,BORDEAUX,6760.0,"13 RUE POISSONNIER, 33800 BORDEAUX",44.819037,-0.5503208
61.0,3.0,Maison,358.0,0,"425000,00",46.0,RUE,BOUTIN,33000.0,BORDEAUX,6967.213114754099,"46 RUE BOUTIN, 33000 BORDEAUX",44.8244032,-0.5966821
94.0,5.0,Maison,164.0,0,"475000,00",136.0,RUE,DU TONDU,33000.0,BORDEAUX,5053.191489361702,"136 RUE DU TONDU, 33000 BORDEAUX",44.8293833,-0.5864932
54.0,2.0,Maison,127.0,0,"294900,00",36.0,CITE,LAFON,33300.0,BORDEAUX,5461.111111111111,"36 CITE LAFON, 33300 BORDEAUX",44.8773182,-0.5463499
90.0,4.0,Maison,343.0,0,"330000,00",85.0,RUE,DEVEAUX,33200.0,BORDEAUX,3666.6666666666665,"85 RUE DEVEAUX, 33200 BORDEAUX",44.8441255,-0.6236488
140.0,5.0,Maison,153.0,0,"853000,00",41.0,RUE,NICOLAS BEAUJON,33000.0,BORDEAUX,6092.857142857143,"41 RUE NICOLAS BEAUJON, 33000 BORDEAUX",44.8543795,-0.5906008
97.0,4.0,Maison,89.0,0,"414750,00",9050.0,RUE,DENISE,33300.0,BORDEAUX,4275.773195876289,"9050 RUE DENISE, 33300 BORDEAUX",44.8563761,-0.5632738
135.0,5.0,Maison,258.0,0,"545242,00",34.0,RUE,MAURICE,33300.0,BORDEAUX,4038.82962962963,"34 RUE MAURICE, 33300 BORDEAUX",44.8579243,-0.5630578
60.0,3.0,Maison,117.0,0,"504131,28",106.0,RUE,BAUDUCHEU,33800.0,BORDEAUX,8402.188,"106 RUE BAUDUCHEU, 33800 BORDEAUX",44.8207904,-0.5631685
69.0,4.0,Maison,82.0,0,"265000,00",10.0,RUE,CHRISTINE,33000.0,BORDEAUX,3840.5797101449275,"10 RUE CHRISTINE, 33000 BORDEAUX",44.8404454,-0.5895246
86.0,3.0,Maison,136.0,0,"547000,00",22.0,RUE,DE LESCURE,33000.0,BORDEAUX,6360.46511627907,"22 RUE DE LESCURE, 33000 BORDEAUX",44.8328637,-0.600254
325.0,12.0,Maison,462.0,0,"1673500,00",10.0,RUE,WALTER POUPOT,33000.0,BORDEAUX,5149.2307692307695,"10 RUE WALTER POUPOT, 33000 BORDEAUX",44.8289092,-0.5809367
99.0,3.0,Maison,123.0,0,"440000,00",20.0,RUE,DE L ABBESSE,33800.0,BORDEAUX,4444.444444444444,"20 RUE DE L ABBESSE, 33800 BORDEAUX",44.8237106,-0.5541195
75.0,3.0,Maison,193.0,0,"520000,00",7.0,RUE,DE L AVENIR,33200.0,BORDEAUX,6933.333333333333,"7 RUE DE L AVENIR, 33200 BORDEAUX",44.846098,-0.6025098
184.0,6.0,Maison,684.0,0,"1400000,00",27.0,RUE,DE LA BENATTE,33000.0,BORDEAUX,7608.695652173913,"27 RUE DE LA BENATTE, 33000 BORDEAUX",44.8434666,-0.594043
77.0,2.0,Maison,86.0,0,"561450,00",21.0,RUE,LUGEOL,33000.0,BORDEAUX,7291.558441558442,"21 RUE LUGEOL, 33000 BORDEAUX",44.8379996,-0.5946394
270.0,7.0,Maison,336.0,0,"1507500,00",214.0,BD,DU PRESIDENT WILSON,33000.0,BORDEAUX,5583.333333333333,"214 BD DU PRESIDENT WILSON, 33000 BORDEAUX",44.8462759,-0.5982033
195.0,8.0,Maison,208.0,0,"1098760,00",61.0,CRS,JOURNU AUBER,33300.0,BORDEAUX,5634.666666666667,"61 CRS JOURNU AUBER, 33300 BORDEAUX",44.8600929,-0.5702719
162.0,5.0,Maison,150.0,0,"500000,00",22.0,RUE,BRIZARD,33000.0,BORDEAUX,3086.41975308642,"22 RUE BRIZARD, 33000 BORDEAUX",44.8399205,-0.5916575
63.0,2.0,Maison,224.0,0,"301180,00",94.0,RUE,DES ORANGERS,33200.0,BORDEAUX,4780.6349206349205,"94 RUE DES ORANGERS, 33200 BORDEAUX",44.861093,-0.6189732
130.0,4.0,Maison,109.0,0,"575000,00",32.0,RUE,GUEPIN,33800.0,BORDEAUX,4423.076923076923,"32 RUE GUEPIN, 33800 BORDEAUX",44.8259165,-0.56534
114.0,4.0,Maison,230.0,0,"610000,00",34.0,RUE,DE SOLFERINO,33000.0,BORDEAUX,5350.877192982456,"34 RUE DE SOLFERINO, 33000 BORDEAUX",44.8234476,-0.5837995
59.0,3.0,Maison,269.0,0,"422000,00",23.0,RUE,DES MARRONNIERS,33000.0,BORDEAUX,7152.542372881356,"23 RUE DES MARRONNIERS, 33000 BORDEAUX",44.8333842,-0.6029121
176.0,7.0,Maison,181.0,0,"821400,00",205.0,RUE,GEORGES MANDEL,33000.0,BORDEAUX,4667.045454545455,"205 RUE GEORGES MANDEL, 33000 BORDEAUX",44.8416861,-0.5976725
93.0,5.0,Maison,199.0,0,"577425,00",29.0,RUE,BLANCHE,33200.0,BORDEAUX,6208.870967741936,"29 RUE BLANCHE, 33200 BORDEAUX",44.8508849,-0.6263809
86.0,4.0,Maison,177.0,0,"536000,00",81.0,RUE,DE SEGUR,33000.0,BORDEAUX,6232.558139534884,"81 RUE DE SEGUR, 33000 BORDEAUX",44.8247366,-0.5838729
100.0,4.0,Maison,153.0,0,"730000,00",45.0,RUE,EUGENE LE ROY,33800.0,BORDEAUX,7300.0,"45 RUE EUGENE LE ROY, 33800 BORDEAUX",44.826323,-0.5590254
140.0,3.0,Maison,297.0,0,"896800,00",175.0,RUE,GUILLAUME LEBLANC,33000.0,BORDEAUX,6405.714285714285,"175 RUE GUILLAUME LEBLANC, 33000 BORDEAUX",44.8309991,-0.5970781
141.0,4.0,Maison,599.0,0,"945050,00",75.0,RUE,DETROIS,33200.0,BORDEAUX,6702.482269503546,"75 RUE DETROIS, 33200 BORDEAUX",44.8419323,-0.6121197
100.0,4.0,Maison,175.0,0,"470000,00",38.0,RUE,QUINTIN,33000.0,BORDEAUX,4700.0,"38 RUE QUINTIN, 33000 BORDEAUX",44.8223495,-0.5956588
124.0,4.0,Maison,235.0,0,"420000,00",13.0,RUE,ALFRED DALANCOURT,33200.0,BORDEAUX,3387.0967741935483,"13 RUE ALFRED DALANCOURT, 33200 BORDEAUX",44.8602301,-0.6297181
57.0,3.0,Maison,144.0,0,"363450,00",151.0,RUE,PELLEPORT,33800.0,BORDEAUX,6376.315789473684,"151 RUE PELLEPORT, 33800 BORDEAUX",44.8214296,-0.5651914
94.0,5.0,Maison,143.0,0,"538050,00",29.0,RUE,DUQUESNE,33300.0,BORDEAUX,5723.936170212766,"29 RUE DUQUESNE, 33300 BORDEAUX",44.8745994,-0.5476893
114.0,5.0,Maison,146.0,0,"480000,00",22.0,RUE,LOUIS CABIE,33800.0,BORDEAUX,4210.526315789473,"22 RUE LOUIS CABIE, 33800 BORDEAUX",44.8133111,-0.5711305
115.0,5.0,Maison,225.0,0,"684600,00",63.0,RUE,SURSON,33300.0,BORDEAUX,5953.04347826087,"63 RUE SURSON, 33300 BORDEAUX",44.8592379,-0.5631367
76.0,3.0,Maison,352.0,0,"388000,00",6.0,RUE,ALFRED DALANCOURT,33200.0,BORDEAUX,5105.263157894737,"6 RUE ALFRED DALANCOURT, 33200 BORDEAUX",44.8596461,-0.6300051
85.0,3.0,Maison,287.0,0,"570000,00",19.0,RUE,FAMATINA,33200.0,BORDEAUX,6705.882352941177,"19 RUE FAMATINA, 33200 BORDEAUX",44.846962,-0.6025783
160.0,6.0,Maison,369.0,0,"1038000,00",94.0,RUE,QUINTIN,33000.0,BORDEAUX,6487.5,"94 RUE QUINTIN, 33000 BORDEAUX",44.8231731,-0.59858
191.0,6.0,Maison,218.0,0,"580700,00",76.0,RUE,GUILLAUME LEBLANC,33000.0,BORDEAUX,3040.3141361256544,"76 RUE GUILLAUME LEBLANC, 33000 BORDEAUX",44.8327049,-0.5917328
88.0,4.0,Maison,207.0,0,"450000,00",16.0,AV,DE VERDUN,33200.0,BORDEAUX,5113.636363636364,"16 AV DE VERDUN, 33200 BORDEAUX",44.8560942,-0.6138304
147.0,6.0,Maison,484.0,0,"500000,00",28.0,RUE,DE LENTILLAC,33800.0,BORDEAUX,3401.360544217687,"28 RUE DE LENTILLAC, 33800 BORDEAUX",44.8288962,-0.5614879
49.0,2.0,Maison,48.0,0,"260000,00",42.0,CRS,MARC NOUAUX,33000.0,BORDEAUX,5306.122448979592,"42 CRS MARC NOUAUX, 33000 BORDEAUX",44.8470602,-0.5947705
157.0,7.0,Maison,207.0,0,"870000,00",28.0,RUE,ROGER ALLO,33000.0,BORDEAUX,5541.401273885351,"28 RUE ROGER ALLO, 33000 BORDEAUX",44.8451893,-0.5884092
70.0,4.0,Maison,50.0,0,"330000,00",180.0,RUE,DAVID JOHNSTON,33000.0,BORDEAUX,4714.285714285715,"180 RUE DAVID JOHNSTON, 33000 BORDEAUX",44.8527507,-0.5907538
205.0,6.0,Maison,186.0,0,"763800,00",322.0,CRS,DE LA SOMME,33800.0,BORDEAUX,3725.8536585365855,"322 CRS DE LA SOMME, 33800 BORDEAUX",44.8170301,-0.5720987
187.0,6.0,Maison,193.0,0,"1125600,00",88.0,RUE,DE SOISSONS,33000.0,BORDEAUX,6019.2513368983955,"88 RUE DE SOISSONS, 33000 BORDEAUX",44.842024,-0.59867
106.0,3.0,Maison,131.0,0,"519810,00",121.0,RUE,BERRUER,33000.0,BORDEAUX,4903.867924528302,"121 RUE BERRUER, 33000 BORDEAUX",44.8329492,-0.6052382
110.0,4.0,Maison,114.0,0,"550000,00",13.0,AV,JEANNE D ARC,33000.0,BORDEAUX,5000.0,"13 AV JEANNE D ARC, 33000 BORDEAUX",44.8268559,-0.5939687
83.0,4.0,Maison,75.0,0,"455000,00",23.0,RUE,DE MARSEILLE,33000.0,BORDEAUX,5481.9277108433735,"23 RUE DE MARSEILLE, 33000 BORDEAUX",44.8446584,-0.5961657
